n_gen,horizon,n_var,n_constr,n_var_binary,build_time_s,lp_relax_time_s,lp_relax_obj,lp_relax_iters,mip_total_time_s,mip_obj,mip_dual_bound,mip_gap,mip_node_count,mip_simplex_iters,converged,status,root_lp_gap_pct,presolve,heuristics_effort,detect_symmetry,F1,F2,F3,F4,feature_label,instance_set,instance_id,pglib_name,dataset,seed,error
73,12,9636,10548,5256,0.073413,0.038656957999999964,605368.776442007,951,0.19678929199999995,606031.648501073,606031.648501073,0.0,1,885,True,Optimal,0.10937911587711271,on,0.05,True,1,1,1,1,1111,pglib,rts_gmlc/2020-01-27_T12,2020-01-27,rts_gmlc,0,
73,12,3504,7032,2628,0.03502487500000001,0.028085958000000022,1044775.3247500042,1162,19.877272959,1054173.1037063648,1053118.9787241041,0.0009999543514764679,569,144808,True,Optimal,0.8914834692062341,on,0.05,True,0,0,0,0,0000,pglib,rts_gmlc/2020-01-27_T12,2020-01-27,rts_gmlc,0,
