formulation,n_gen,horizon,n_var,n_constr,n_var_binary,build_time_s,lp_relax_time_s,lp_relax_obj,lp_relax_iters,mip_total_time_s,mip_obj,mip_dual_bound,mip_gap,mip_node_count,mip_simplex_iters,converged,status,root_lp_gap_pct,presolve,heuristics_effort,detect_symmetry,instance_id,N_g,k_identical,seed,config_label,solver,error
three_bin,24,24,2304,4656,1728,0.04837799999999998,0.03759058300000001,1527245.7810709872,1315,0.199239208,1568484.2725793652,1567001.2386881341,0.000945520409198756,1,1241,True,Optimal,2.629193816560331,on,0.05,True,Ng24_k8_T24_s43,24,8,43,default,highs,
three_bin,24,24,2304,4656,1728,0.03382916699999999,0.046075582999999976,1527245.7810709872,1315,0.19293433400000004,1568484.2725793652,1567001.2386881341,0.000945520409198756,1,1241,True,Optimal,2.629193816560331,on,0.05,False,Ng24_k8_T24_s43,24,8,43,no_symmetry,highs,
three_bin,24,24,2304,4656,1728,0.03140820799999999,0.049078584000000036,1527245.7810709872,1315,0.20666783300000002,1568484.2725793652,1567001.2386881341,0.000945520409198756,1,1241,True,Optimal,2.629193816560331,on,0.0,True,Ng24_k8_T24_s43,24,8,43,no_heuristics,highs,
three_bin,24,24,2304,4656,1728,0.04542487500000003,0.04873433299999996,1486273.8250964722,1593,0.9435125000000001,1546416.941841578,1545769.8530336975,0.00041844394637195867,1,3204,True,Optimal,3.8891915315854884,on,0.05,True,Ng24_k8_T24_s42,24,8,42,default,highs,
three_bin,24,24,2304,4656,1728,0.03466791600000002,0.061575332999999954,1486273.8250964722,1593,0.9229584579999999,1546416.941841578,1545769.8530336975,0.00041844394637195867,1,3204,True,Optimal,3.8891915315854884,on,0.05,False,Ng24_k8_T24_s42,24,8,42,no_symmetry,highs,
three_bin,24,24,2304,4656,1728,0.05064141700000002,0.07402191600000002,1486273.8250964722,1593,0.9236218329999999,1546416.941841578,1545769.8530336975,0.00041844394637195867,1,3204,True,Optimal,3.8891915315854884,on,0.0,True,Ng24_k8_T24_s42,24,8,42,no_heuristics,highs,
three_bin,24,24,2304,4656,1728,0.04547108300000002,0.052910291,1520571.2718911676,1253,0.711615583,1570904.8749949099,1570904.8749949099,0.0,1,2577,True,Optimal,3.2041152780753404,off,0.05,True,Ng24_k8_T24_s44,24,8,44,no_presolve,highs,
three_bin,24,24,2304,4656,1728,0.04820591699999999,0.047508459,1527245.7810709872,1315,1.0390341250000001,1567629.2369716715,1567629.2369716715,0.0,1,2480,True,Optimal,2.5760846345719184,off,0.05,True,Ng24_k8_T24_s43,24,8,43,no_presolve,highs,
three_bin,24,24,2304,4656,1728,0.06282533400000001,0.05570949999999997,1527245.7810709872,1315,1.0129775419999998,1567629.2369716715,1567629.2369716715,0.0,1,2480,True,Optimal,2.5760846345719184,off,0.0,False,Ng24_k8_T24_s43,24,8,43,raw,highs,
three_bin,24,24,2304,4656,1728,0.03660399999999986,0.051616500000000176,1520571.2718911676,1253,0.724798125,1570904.8749949099,1570904.8749949099,0.0,1,2577,True,Optimal,3.2041152780753404,off,0.0,False,Ng24_k8_T24_s44,24,8,44,raw,highs,
three_bin,24,24,2304,4656,1728,0.03253858399999998,0.05563016700000001,1486273.8250964722,1593,1.800956417,1546259.5099845042,1546238.4350399426,1.3629629713185336e-05,1,3462,True,Optimal,3.8794060441143663,off,0.05,True,Ng24_k8_T24_s42,24,8,42,no_presolve,highs,
three_bin,24,24,2304,4656,1728,0.046323292000000016,0.05726741699999999,1486273.8250964722,1593,1.770645333,1546259.5099845042,1546238.4350399426,1.3629629713185336e-05,1,3462,True,Optimal,3.8794060441143663,off,0.0,False,Ng24_k8_T24_s42,24,8,42,raw,highs,
three_bin,24,24,2304,4656,1728,0.044576290999999935,0.04119712500000006,1520571.2718911676,1253,1.530910875,1570904.8749949099,1570904.8749949099,0.0,1,3712,True,Optimal,3.2041152780753404,on,0.05,True,Ng24_k8_T24_s44,24,8,44,default,highs,
three_bin,24,24,2304,4656,1728,0.0462246249999998,0.0451561250000001,1491588.297489627,1392,0.29854379200000025,1533500.4648468797,1532359.6123502774,0.0007439531469044934,1,1659,True,Optimal,2.733104313824751,off,0.05,True,Ng24_k8_T24_s46,24,8,46,no_presolve,highs,
three_bin,24,24,2304,4656,1728,0.043286125000000064,0.04700616599999985,1520571.2718911676,1253,1.4724200839999997,1570904.8749949099,1570904.8749949099,0.0,1,3712,True,Optimal,3.2041152780753404,on,0.0,True,Ng24_k8_T24_s44,24,8,44,no_heuristics,highs,
three_bin,24,24,2304,4656,1728,0.03676233299999998,0.049945832999999995,1520571.2718911676,1253,1.590198125,1570904.8749949099,1570904.8749949099,0.0,1,3712,True,Optimal,3.2041152780753404,on,0.05,False,Ng24_k8_T24_s44,24,8,44,no_symmetry,highs,
three_bin,24,24,2304,4656,1728,0.04857183300000001,0.053590625,1491588.297489627,1392,0.25196470800000004,1533500.4648468797,1532359.6123502774,0.0007439531469044934,1,1659,True,Optimal,2.733104313824751,off,0.0,False,Ng24_k8_T24_s46,24,8,46,raw,highs,
three_bin,24,24,2304,4656,1728,0.04580866699999997,0.06546629199999998,1511100.0862922105,1380,2.3565722080000002,1557277.164304591,1556988.894785607,0.00018511124775450236,1,4710,True,Optimal,2.9652446636242233,off,0.05,True,Ng24_k8_T24_s45,24,8,45,no_presolve,highs,
three_bin,24,24,2304,4656,1728,0.055706749999999916,0.053377084000000075,1511100.0862922105,1380,2.440160292,1557127.0463995948,1556784.8929108754,0.0002197338293689658,1,5255,True,Optimal,2.9558898365941473,on,0.05,True,Ng24_k8_T24_s45,24,8,45,default,highs,
three_bin,24,24,2304,4656,1728,0.04152941599999993,0.04627195899999981,1511100.0862922105,1380,2.3406254170000005,1557127.0463995948,1556784.8929108754,0.0002197338293689658,1,5255,True,Optimal,2.9558898365941473,on,0.0,True,Ng24_k8_T24_s45,24,8,45,no_heuristics,highs,
three_bin,24,24,2304,4656,1728,0.04105616699999981,0.05171999999999999,1511100.0862922105,1380,2.1911055,1557127.0463995948,1556784.8929108754,0.0002197338293689658,1,5255,True,Optimal,2.9558898365941473,on,0.05,False,Ng24_k8_T24_s45,24,8,45,no_symmetry,highs,
three_bin,24,24,2304,4656,1728,0.06939241699999998,0.05472204199999986,1511100.0862922105,1380,2.307327166,1557277.164304591,1556988.894785607,0.00018511124775450236,1,4710,True,Optimal,2.9652446636242233,off,0.0,False,Ng24_k8_T24_s45,24,8,45,raw,highs,
three_bin,24,24,2304,4656,1728,0.06376170799999992,0.04549800000000026,1491588.297489627,1392,2.461505625,1532564.4652401812,1532305.731314201,0.000168824171412414,1,3995,True,Optimal,2.6736994547327204,on,0.05,True,Ng24_k8_T24_s46,24,8,46,default,highs,
three_bin,24,24,2304,4656,1728,0.03853704200000019,0.05575754200000027,1491588.297489627,1392,2.2543716249999997,1532564.4652401812,1532305.731314201,0.000168824171412414,1,3995,True,Optimal,2.6736994547327204,on,0.0,True,Ng24_k8_T24_s46,24,8,46,no_heuristics,highs,
three_bin,24,24,2304,4656,1728,0.04230025000000026,0.04986862499999978,1491588.297489627,1392,2.1765531659999997,1532564.4652401812,1532305.731314201,0.000168824171412414,1,3995,True,Optimal,2.6736994547327204,on,0.05,False,Ng24_k8_T24_s46,24,8,46,no_symmetry,highs,
